"","responseid","x","q55_1","q55_2","q55_3","q55_4","q55_5","q55_6","q55_7","hightemp","x.x","q55_13","q55_14","q55_15","q55_16","q55_17","q55_18","q55_19","q55_20","solitaryt","x.y","q55_8","q55_9","q55_10","q55_11","q55_12","socialt","q53_97","q53_98","q53_93","q53_99","q53_100","q53_101","q53_102","q53_104","q53_89","q53_91","q53_86","q53_79","q53_77","q53_94","q53_75","q53_73","q53_71","q53_69","avoidance","q53_1","q53_70","q53_72","q53_74","q53_76","q53_78","q53_80","q53_81","q53_82","q53_83","q53_84","q53_85","q53_87","q53_88","q53_90","q53_92","q53_95","q53_96","anxiety","STRAQ","anxiety2","avoidance2","wellbeing","anxious","selfesteem","selfdiscipline","loneliness","sdo2","rightprej","impulsive","thoughtful","trusting","rwa2","stimulation","sociable","leader","empathic"
"239","R_T6rb2z9d8ZVlIRj",183,2,3,4,4,4,4,1,3.14285714285714,183,4,4,3,4,3,3,4,3,3.5,183,1,3,1,3,1,1.8,4,4,4,4,4,4,7,4,4,4,4,4,4,7,3,4,4,4,4.27777777777778,7,6,7,7,7,7,6,4,6,4,7,7,4,6,7,7,7,4,6.11111111111111,2.85,6.1875,4.27777777777778,2.83333333333333,2.9,2.55555555555556,3.38888888888889,3.55555555555556,5.90909090909091,2.21052631578947,NA,3.18181818181818,2.6,1.8,4.6,3.55555555555556,3.53846153846154,4.78571428571429
"240","R_tRjjXv5kc7rY1Pj",174,2,3,3,4,2,2,3,2.71428571428571,174,2,1,2,2,1,4,3,4,2.375,174,2,4,4,4,2,3.2,3,5,3,7,3,3,3,6,4,2,3,3,3,3,5,3,3,5,3.72222222222222,2,2,5,2,6,3,4,2,2,4,5,5,4,4,1,5,7,3,3.66666666666667,2.9,3.5,3.72222222222222,3.1,2.2,2.88888888888889,3.44444444444444,2.66666666666667,5.54545454545455,3.05263157894737,3.38461538461538,2.36363636363636,3.6,2.93333333333333,3.6,3.22222222222222,3.46153846153846,4
"241","R_tVrbAyNtWJG5f1f",13,4,2,3,2,2,4,3,2.85714285714286,13,4,2,2,4,4,4,4,3,3.375,13,2,4,4,3,3,3.2,1,1,1,1,1,1,5,1,2,1,1,1,1,2,1,2,1,3,1.5,6,5,3,2,6,1,5,2,2,1,6,2,4,2,2,4,5,1,3.27777777777778,3.25,3.3125,1.5,3.36666666666667,3.2,2.33333333333333,NA,3.44444444444444,6.18181818181818,3.26315789473684,3.76923076923077,3,3.4,2.33333333333333,4.2,3.44444444444444,3.46153846153846,4.57142857142857
"242","R_UFrtDJqTp9k7nm9",17,4,3,5,5,2,5,3,3.85714285714286,17,3,2,2,2,3,4,4,3,2.875,17,2,3,2,2,4,2.6,2,1,2,1,1,2,1,1,6,1,2,1,1,1,3,1,1,1,1.61111111111111,1,1,1,1,2,3,3,1,1,1,2,2,2,1,1,1,2,1,1.5,2.55,1.5,1.61111111111111,3.56666666666667,1.8,1.61111111111111,NA,3.16666666666667,5.45454545454545,3.78947368421053,4.07692307692308,3.18181818181818,3.6,2.73333333333333,NA,2.11111111111111,3.76923076923077,4.85714285714286
"243","R_UJChjQBrXCGpOlH",112,5,2,5,5,5,5,3,4.28571428571429,112,2,3,3,2,4,5,4,4,3.375,112,2,4,2,2,4,2.8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,4,6,6,6,6,4,4,2,4,4,4,7,4,6,4,4.94444444444444,2.65,4.9375,4,2.66666666666667,3.5,3.27777777777778,2.44444444444444,2.77777777777778,6.27272727272727,2.05263157894737,3.07692307692308,3.45454545454545,3.6,1.6,4.6,2.44444444444444,2.15384615384615,4.28571428571429
"244","R_vcaRHC9Dq5168RH",166,4,3,4,4,3,4,2,3.42857142857143,166,4,4,4,4,4,5,5,5,4.375,166,4,3,4,4,4,3.8,2,2,3,2,5,2,1,1,1,2,2,3,2,1,1,1,1,3,1.94444444444444,5,5,6,5,5,6,6,5,5,4,6,3,4,4,5,5,6,3,4.88888888888889,3.6,4.9375,1.94444444444444,2.3,3.5,2.94444444444444,3.44444444444444,2,4.90909090909091,3.68421052631579,3.46153846153846,2,2.6,3.53333333333333,3,1.88888888888889,2.61538461538462,4.07142857142857
"245","R_vNXhlzWJFE5DIsh",212,4,4,4,4,3,2,3,3.42857142857143,212,4,2,4,2,2,4,4,3,3.125,212,1,1,2,2,2,1.6,1,1,3,1,1,2,3,3,2,2,3,1,1,1,3,1,3,1,1.83333333333333,2,5,2,3,3,5,2,2,3,1,3,3,1,1,2,1,1,2,2.33333333333333,2.55,2.4375,1.83333333333333,3.96666666666667,2,1.44444444444444,3.88888888888889,3.77777777777778,6.90909090909091,3,4,2.27272727272727,4,3.46666666666667,2.4,3,3.46153846153846,4.21428571428571
"246","R_w60SIp02WueAGhr",84,1,1,1,2,3,4,2,2,84,5,3,4,5,3,3,5,4,4,84,1,3,4,2,2,2.4,7,3,4,3,4,4,5,5,4,5,5,7,5,4,5,4,7,4,4.72222222222222,5,7,6,4,6,5,5,6,7,3,7,4,5,4,5,4,7,5,5.27777777777778,3.6,5.1875,4.72222222222222,3.16666666666667,2.8,2.94444444444444,3.5,1.94444444444444,6.27272727272727,2.10526315789474,3.38461538461538,3,1.2,2.06666666666667,4.6,2.77777777777778,2.84615384615385,4.07142857142857
"247","R_w6seSI9bkDDcp5n",73,3,2,4,4,3,4,3,3.28571428571429,73,2,1,2,3,2,5,3,3,2.625,73,1,3,1,2,2,1.8,1,2,3,4,5,4,4,3,3,4,3,3,1,4,6,1,2,4,3.16666666666667,4,2,2,4,5,4,4,4,1,2,6,2,2,2,5,5,4,4,3.44444444444444,2.45,3.375,3.16666666666667,3.56666666666667,2.5,1.44444444444444,2.27777777777778,3.66666666666667,7,1.68421052631579,4.76923076923077,4.18181818181818,4.4,2.4,4.4,2.22222222222222,2.23076923076923,4.78571428571429
"248","R_Wj3rGooIVh54eVb",244,4,2,4,5,4,4,3,3.71428571428571,244,2,2,2,4,2,4,4,2,2.75,244,3,4,2,2,3,2.8,5,5,3,2,2,3,3,2,2,2,4,4,1,3,3,1,2,3,2.77777777777778,4,2,2,3,2,3,2,4,2,1,2,2,2,3,2,2,5,1,2.44444444444444,2.6,2.375,2.77777777777778,2.16666666666667,3.1,2.72222222222222,2.88888888888889,3.22222222222222,6.18181818181818,1.89473684210526,4,3.36363636363636,4,1.6,4.6,3.22222222222222,3.15384615384615,4.85714285714286
"249","R_xDTeOOqEcv7Kg01",217,2,2,2,4,4,2,2,2.57142857142857,217,5,2,4,2,5,4,4,4,3.75,217,1,3,4,5,4,3.4,1,1,2,1,1,1,2,1,2,1,1,1,1,3,2,2,1,2,1.44444444444444,1,2,3,3,6,3,5,1,2,1,3,2,1,2,5,2,5,2,2.72222222222222,3.55,2.625,1.44444444444444,2.66666666666667,3.8,2.72222222222222,3.33333333333333,3.16666666666667,4.54545454545455,4.73684210526316,4.07692307692308,3.45454545454545,2.4,4.13333333333333,2.6,1.44444444444444,3.30769230769231,4.57142857142857
"250","R_xnm9NoXT6etNra1",47,4,2,4,4,4,4,2,3.42857142857143,47,4,3,3,4,4,4,4,4,3.75,47,3,3,4,4,4,3.6,2,2,2,2,2,2,2,3,2,2,3,2,2,2,3,2,2,3,2.22222222222222,5,5,5,3,5,3,2,5,6,5,5,2,4,3,5,3,6,3,4.16666666666667,3.3,4.125,2.22222222222222,2.4,3.4,3.22222222222222,3.38888888888889,2.61111111111111,6.27272727272727,3.31578947368421,3.69230769230769,2,3.4,2.4,2.8,2.11111111111111,3.38461538461538,4.5
"251","R_Xp2RWI1LXN5LmFz",2,5,4,5,5,4,5,2,4.28571428571429,2,4,1,1,2,1,4,5,1,2.375,2,1,5,2,5,5,3.6,2,1,7,1,1,2,1,1,1,1,2,3,1,1,4,5,1,3,2.11111111111111,6,1,5,7,6,7,3,5,2,1,5,1,1,3,1,3,3,2,3.44444444444444,2.45,3.5625,2.11111111111111,2.5,1.6,2.5,3.33333333333333,3.72222222222222,6.81818181818182,2.84210526315789,4.07692307692308,3.27272727272727,3.4,1.86666666666667,4.4,3.11111111111111,3.61538461538462,4.71428571428571
"252","R_XXFNqJozC4lQGqZ",8,4,1,2,3,4,5,1,2.85714285714286,8,5,5,4,3,4,5,4,5,4.375,8,5,5,5,4,3,4.4,2,1,1,1,1,2,2,1,1,1,1,2,1,1,6,3,1,2,1.66666666666667,6,5,7,5,7,5,5,6,7,3,7,4,1,7,6,3,6,1,5.05555555555556,3.95,5.25,1.66666666666667,2.8,3,2.38888888888889,2.44444444444444,3.61111111111111,5.90909090909091,3.10526315789474,3.23076923076923,4.18181818181818,3,1.86666666666667,5,3.88888888888889,3.61538461538462,4.64285714285714
"253","R_Y9UJpWRf8coczUB",204,2,2,2,2,4,3,1,2.28571428571429,204,5,5,5,4,4,5,5,4,4.625,204,1,2,1,2,1,1.4,7,6,2,4,5,6,1,5,6,2,2,5,4,3,1,3,5,3,3.88888888888889,5,4,3,1,7,7,6,7,5,1,3,2,1,5,6,3,7,5,4.33333333333333,3.5,4.125,3.88888888888889,3.86666666666667,2.2,NA,3.27777777777778,2.66666666666667,6.45454545454545,2.73684210526316,4.15384615384615,3.36363636363636,3.2,1.13333333333333,4.2,1.77777777777778,2.46153846153846,4.28571428571429
"254","R_YSwNXbB8xtBPbwt",189,4,2,2,4,4,4,2,3.14285714285714,189,4,2,4,4,4,4,4,4,3.75,189,2,4,4,4,4,3.6,1,1,1,2,1,1,2,7,1,1,1,1,1,2,3,2,1,1,1.66666666666667,5,2,2,2,2,2,2,5,3,1,5,3,5,5,3,3,3,1,3,3.4,3.125,1.66666666666667,3.33333333333333,1.6,1.83333333333333,3.38888888888889,3.38888888888889,6.72727272727273,3.15789473684211,3.84615384615385,4,4,2.13333333333333,3.6,1.88888888888889,4,4.35714285714286
"255","R_z3eQmfX2qf7ENbz",118,3,1,2,2,3,5,1,2.42857142857143,118,5,5,3,5,5,5,5,5,4.75,118,3,5,4,5,3,4,2,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,2,1,1.27777777777778,3,3,3,3,5,2,3,2,5,1,6,2,2,2,2,3,5,3,3.05555555555556,4.15,2.9375,1.27777777777778,2.7,3,3.11111111111111,3.05555555555556,3.27777777777778,6.90909090909091,1.73684210526316,3.92307692307692,2.54545454545455,2.8,2.13333333333333,3.4,3.44444444444444,2.46153846153846,5
